merged_umls_label,disease_mondo_term_norm,earliest_year,disease,documents
"Hydrochloride, Ciprofloxacin",pyelonephritis,1997.0,pyelonephritis,"['ANDA075593', 'ANDA075939', 'ANDA076126', 'ANDA076593', 'ANDA076639', 'ANDA076794', 'ANDA076896', 'NDA020780']"
"Hydrochloride, Ciprofloxacin",respiratory tract infectious disorder,1987.0,lower respiratory tract infections,"['ANDA075593', 'ANDA075939', 'ANDA076126', 'ANDA076558', 'ANDA076593', 'ANDA076639', 'ANDA076794', 'ANDA076896', 'ANDA208921', 'NDA019537', 'NDA020780']"
"Hydrochloride, Ciprofloxacin",skin infection,1987.0,skin and skin structure infections,"['ANDA075593', 'ANDA075939', 'ANDA076126', 'ANDA076558', 'ANDA076593', 'ANDA076639', 'ANDA076794', 'ANDA076896', 'ANDA077859', 'ANDA208921', 'NDA019537', 'NDA020780']"
"Hydrochloride, Ciprofloxacin",typhoid fever,1987.0,typhoid fever; typhoid fever (enteric fever),"['ANDA075593', 'ANDA075939', 'ANDA076126', 'ANDA076558', 'ANDA076593', 'ANDA076639', 'ANDA076794', 'ANDA076896', 'NDA020780'] ; ['ANDA208921', 'NDA019537']"
"Hydrochloride, Ciprofloxacin",uncomplicated cervical and urethral gonorrhea,1987.0,uncomplicated cervical and urethral gonorrhea,"['ANDA075593', 'ANDA075939', 'ANDA076126', 'ANDA076558', 'ANDA076593', 'ANDA076639', 'ANDA076794', 'ANDA076896', 'ANDA208921', 'NDA019537', 'NDA020780']"
"Hydrochloride, Clindamycin",serious infections,1970.0,serious infections,"['ANDA065061', 'ANDA065194', 'ANDA065243', 'ANDA065442', 'ANDA207402', 'ANDA216957', 'NDA050162']"
"Hydrochloride, Clomipramine",compulsions,2017.0,compulsions,"['ANDA208961', 'ANDA211364', 'ANDA213219', 'ANDA213221', 'ANDA213897']"
"Hydrochloride, Clomipramine",obsessive-compulsive disorder,1989.0,obsessive-compulsive disorder,"['ANDA074694', 'ANDA208632', 'ANDA208961', 'ANDA209294', 'ANDA210653', 'ANDA211364', 'ANDA211767', 'ANDA211822', 'ANDA212285', 'ANDA213219', 'ANDA213221', 'ANDA213897', 'ANDA216440', 'NDA019906']"
"Hydrochloride, Clomipramine",obsessive-compulsive personality disorder,1989.0,obsessions; ocd,"['ANDA208961', 'ANDA211364', 'ANDA213219', 'ANDA213221', 'ANDA213897'] ; ['ANDA209294', 'ANDA212285', 'NDA019906']"
"Hydrochloride, Clomipramine",obsolete obsessive-compulsive disorder,1989.0,obsessions and compulsions,"['ANDA074694', 'ANDA208632', 'ANDA209294', 'ANDA210653', 'ANDA211767', 'ANDA211822', 'ANDA212285', 'ANDA216440', 'NDA019906']"
"Hydrochloride, Clonidine","attention deficit hyperactivity disorder, inattentive type",2017.0,adhd,"['ANDA209285', 'ANDA209686', 'ANDA210052']"
"Hydrochloride, Clonidine",attention deficit-hyperactivity disorder,2015.0,attention deficit hyperactivity disorder; attention deficit hyperactivity disorder (adhd),"['ANDA203320', 'ANDA209285', 'ANDA209686', 'ANDA210052', 'ANDA211433', 'NDA217645'] ; ['ANDA209675', 'ANDA209757']"
"Hydrochloride, Clonidine",cancer,1996.0,cancer,"['ANDA200300', 'ANDA203167', 'NDA020615']"
"Hydrochloride, Clonidine",hypertensive disorder,1986.0,hypertension,"['ANDA070886', 'ANDA070923', 'ANDA070974', 'ANDA070975', 'ANDA070976', 'ANDA077901', 'ANDA078895', 'ANDA091368', 'ANDA202297', 'NDA220256']"
"Hydrochloride, Clonidine",lower blood pressure,2025.0,lower blood pressure,['NDA220256']
"Hydrochloride, Clonidine",severe pain,1996.0,severe pain,"['ANDA200300', 'ANDA203167', 'NDA020615']"
"Hydrochloride, Cysteamine",corneal cystine crystal accumulation,2012.0,corneal cystine crystal accumulation,['NDA200740']
"Hydrochloride, Cysteamine",corneal cystine crystal deposits,2020.0,corneal cystine crystal deposits,['NDA211302']
"Hydrochloride, Cysteamine",cystinosis,2012.0,cystinosis,"['NDA200740', 'NDA211302']"
"Hydrochloride, Desipramine",depressive disorder,1964.0,depression,"['ANDA071588', 'ANDA071601', 'ANDA071602', 'ANDA071766', 'ANDA074430', 'ANDA204963', 'ANDA207433', 'ANDA208105', 'ANDA209785', 'NDA014399']"
"Hydrochloride, Dexmedetomidine",agitation,2022.0,agitation,['NDA215390']
"Hydrochloride, Dexmedetomidine",bipolar I disorder,2022.0,bipolar i disorder,['NDA215390']
"Hydrochloride, Dexmedetomidine",bipolar II disorder,2022.0,bipolar ii disorder,['NDA215390']
"Hydrochloride, Dexmedetomidine",initially intubated,2018.0,initially intubated,"['ANDA208129', 'ANDA217308']"
"Hydrochloride, Dexmedetomidine",intubated and mechanically ventilated,2018.0,intubated and mechanically ventilated,['ANDA208532']
"Hydrochloride, Dexmedetomidine",mechanically ventilated,2018.0,mechanically ventilated,"['ANDA208129', 'ANDA217308']"
"Hydrochloride, Dexmedetomidine",schizophrenia,2022.0,schizophrenia,['NDA215390']
"Hydrochloride, Dexmedetomidine",sedation,1999.0,sedation,"['ANDA201072', 'ANDA202126', 'ANDA202881', 'ANDA203972', 'ANDA204023', 'ANDA204843', 'ANDA205046', 'ANDA205867', 'ANDA207551', 'ANDA208129', 'ANDA208266', 'ANDA208532', 'ANDA209065', 'ANDA209307', 'ANDA210321', 'ANDA212571', 'ANDA212791', 'ANDA212857', 'ANDA214794', 'ANDA216604', 'ANDA217308', 'ANDA218112', 'NDA021038', 'NDA206628']"
"Hydrochloride, Dicyclomine",functional bowel,1974.0,functional bowel,"['ANDA040161', 'ANDA040169', 'ANDA040204', 'ANDA040230', 'ANDA040317', 'ANDA040319', 'ANDA040465', 'ANDA084285', 'ANDA085082', 'ANDA085223', 'ANDA207076', 'ANDA208353', 'ANDA210257', 'ANDA210979', 'ANDA212286', 'ANDA214332', 'ANDA214333', 'ANDA214721', 'ANDA216639', 'ANDA216736', 'ANDA216782', 'ANDA217054', 'ANDA217531', 'ANDA217566', 'ANDA217916', 'ANDA218018', 'ANDA218952', 'ANDA219242']"
"Hydrochloride, Dicyclomine",irritable bowel syndrome,1974.0,functional bowel/irritable bowel syndrome; irritable bowel syndrome,"['ANDA216760'] ; ['ANDA040161', 'ANDA040169', 'ANDA040204', 'ANDA040230', 'ANDA040317', 'ANDA040319', 'ANDA040465', 'ANDA084285', 'ANDA085082', 'ANDA085223', 'ANDA207076', 'ANDA208353', 'ANDA210257', 'ANDA210979', 'ANDA212286', 'ANDA214332', 'ANDA214333', 'ANDA214721', 'ANDA216639', 'ANDA216736', 'ANDA216782', 'ANDA217054', 'ANDA217531', 'ANDA217566', 'ANDA217916', 'ANDA218018', 'ANDA218952', 'ANDA219242']"
"Hydrochloride, Diphenhydramine",allergic disease,1972.0,allergic conditions,"['ANDA040498', 'ANDA080817', 'ANDA091526', 'ANDA205336', 'ANDA205723', 'ANDA219845']"
"Hydrochloride, Diphenhydramine",allergic reactions to blood or plasma,1972.0,allergic reactions to blood or plasma,"['ANDA080817', 'ANDA218448']"
"Hydrochloride, Diphenhydramine",anaphylaxis,1972.0,anaphylactic reactions; anaphylaxis,"['ANDA087513'] ; ['ANDA040466', 'ANDA040498', 'ANDA080817', 'ANDA091526', 'ANDA205336', 'ANDA205723', 'ANDA218448', 'ANDA219845']"
"Hydrochloride, Diphenhydramine",angioedema,1982.0,angioedema,['ANDA087513']
"Hydrochloride, Diphenhydramine",atopic conjunctivitis,1982.0,allergic conjunctivitis,['ANDA087513']
"Hydrochloride, Diphenhydramine",familial dermatographia,1982.0,dermatographism,['ANDA087513']
"Hydrochloride, Diphenhydramine",hypersensitivity reaction disease,1982.0,allergic reactions,"['ANDA040466', 'ANDA040498', 'ANDA087513', 'ANDA091526', 'ANDA205336', 'ANDA205723', 'ANDA219845']"
"Hydrochloride, Diphenhydramine",insomnia,2005.0,sleeplessness,"['ANDA208499', 'NDA021393']"
"Hydrochloride, Diphenhydramine",minor aches and pains,2005.0,minor aches and pains,"['ANDA090397', 'ANDA200888', 'ANDA208499', 'ANDA209726', 'ANDA210676', 'ANDA213663', 'NDA021393', 'NDA205352']"
"Hydrochloride, Diphenhydramine",motion sickness,2002.0,motion sickness,"['ANDA040466', 'ANDA040498', 'ANDA091526', 'ANDA205336', 'ANDA205723', 'ANDA219845']"
"Hydrochloride, Diphenhydramine",obsolete rare allergic disease,2002.0,uncomplicated allergic conditions,['ANDA040466']
"Hydrochloride, Diphenhydramine",occasional sleeplessness,2010.0,occasional sleeplessness,"['ANDA090397', 'ANDA200888', 'ANDA209726', 'ANDA210676', 'ANDA213663', 'NDA205352']"
"Hydrochloride, Diphenhydramine",parkinsonian disorder,2002.0,parkinsonism,"['ANDA040466', 'ANDA040498', 'ANDA091526', 'ANDA205336', 'ANDA205723', 'ANDA219845']"
"Hydrochloride, Diphenhydramine",uncomplicated allergic conditions of the immediate type,2024.0,uncomplicated allergic conditions of the immediate type,['ANDA218448']
"Hydrochloride, Diphenhydramine",urticaria,1982.0,urticaria,['ANDA087513']
"Hydrochloride, Dopamine",cardiogenic shock,1981.0,distributive shock; shock due to reduced cardiac output; shock syndrome,['NDA018132'] ; ['NDA018132'] ; ['NDA019615']
"Hydrochloride, Dopamine",chronic cardiac decompensation,1983.0,chronic cardiac decompensation,"['ANDA207707', 'NDA018826', 'NDA019615']"
"Hydrochloride, Dopamine",congestive heart failure,1987.0,congestive failure,"['ANDA207707', 'NDA019615']"
"Hydrochloride, Dopamine",endotoxic septicemia,1983.0,endotoxic septicemia,"['ANDA207707', 'NDA018826', 'NDA019615']"
"Hydrochloride, Dopamine",injury,1983.0,trauma,"['ANDA207707', 'NDA018826', 'NDA019615']"
"Hydrochloride, Dopamine",kidney failure,1983.0,renal failure,"['ANDA207707', 'NDA018826', 'NDA019615']"
"Hydrochloride, Dopamine",myocardial infarction,1983.0,myocardial infarction; myocardial infarctions,"['ANDA207707', 'NDA018826'] ; ['NDA019615']"
"Hydrochloride, Dopamine",open heart surgery,1983.0,open heart surgery,['NDA018826']
"Hydrochloride, Dopamine",refractory congestive failure,1983.0,refractory congestive failure,['NDA018826']
"Hydrochloride, Doxapram",drug-induced postanesthesia respiratory depression,1965.0,drug-induced postanesthesia respiratory depression,['NDA014879']
"Hydrochloride, Doxapram",obsolete apnea,1965.0,apnea,['NDA014879']
"Hydrochloride, Doxepin",anxiety disorder,1986.0,anxiety,"['ANDA070791', 'ANDA071422', 'ANDA207482', 'ANDA210268', 'ANDA210675', 'ANDA211603', 'ANDA211618', 'ANDA211619', 'ANDA212624', 'ANDA213063', 'ANDA213474', 'ANDA214908', 'ANDA215076', 'ANDA215113', 'ANDA215483', 'ANDA217975']"
"Hydrochloride, Doxepin",atopic eczema,1994.0,atopic dermatitis,"['ANDA212357', 'ANDA215408', 'NDA020126']"
"Hydrochloride, Doxepin",depressive disorder,1986.0,depression,"['ANDA070791', 'ANDA071422', 'ANDA207482', 'ANDA210268', 'ANDA210675', 'ANDA211603', 'ANDA211618', 'ANDA211619', 'ANDA212624', 'ANDA213063', 'ANDA213474', 'ANDA214908', 'ANDA215076', 'ANDA215113', 'ANDA215483', 'ANDA217975']"
"Hydrochloride, Doxepin",insomnia,2010.0,insomnia,"['ANDA201951', 'ANDA202337', 'ANDA202510', 'ANDA202761', 'ANDA214823', 'ANDA216041', 'ANDA218564', 'ANDA219058', 'NDA022036']"
"Hydrochloride, Doxepin",major depressive disorder,1998.0,major depressive disorder,"['ANDA074721', 'ANDA215710', 'ANDA217688']"
"Hydrochloride, Doxepin",moderate pruritus,2023.0,moderate pruritus,"['ANDA212357', 'ANDA215408']"
"Hydrochloride, Doxepin",neurodermatitis,1994.0,lichen simplex chronicus,"['ANDA212357', 'ANDA215408', 'NDA020126']"
"Hydrochloride, Doxepin",prurigo,1994.0,pruritus,['NDA020126']
"Hydrochloride, Doxepin",psychoneurotic patients,2017.0,psychoneurotic patients,"['ANDA207482', 'ANDA210268', 'ANDA214908', 'ANDA215076']"
"Hydrochloride, Doxepin",sleep disorder,2010.0,difficulty with sleep maintenance,['NDA022036']
"Hydrochloride, Doxorubicin",Hodgkins lymphoma,1987.0,hodgkin lymphoma; hodgkin's disease,['NDA050629'] ; ['ANDA063277']
"Hydrochloride, Doxorubicin",Kaposi's sarcoma,1995.0,aids-related kaposi's sarcoma; aids-related kaposi’s sarcoma,"['ANDA212299', 'ANDA215178'] ; ['ANDA219199', 'NDA050718']"
"Hydrochloride, Doxorubicin",Wilms tumor,1995.0,wilms' tumor,['ANDA063277']
"Hydrochloride, Doxorubicin",acute lymphoblastic leukemia,1987.0,acute lymphoblastic leukemia,"['ANDA063277', 'NDA050629']"
"Hydrochloride, Doxorubicin",acute myeloid leukemia,1987.0,acute myeloblastic leukemia,"['ANDA063277', 'NDA050629']"
"Hydrochloride, Doxorubicin",bladder transitional cell carcinoma,1995.0,transitional cell bladder carcinoma,['ANDA063277']
"Hydrochloride, Doxorubicin",bone sarcoma,1995.0,bone sarcomas,['ANDA063277']
"Hydrochloride, Doxorubicin",breast cancer,1987.0,primary breast cancer,"['ANDA062921', 'ANDA062975', 'ANDA064097', 'ANDA091418', 'ANDA200170', 'ANDA203622', 'ANDA208888', 'ANDA209825', 'NDA050629']"
"Hydrochloride, Doxorubicin",breast carcinoma,1995.0,breast carcinoma,['ANDA063277']
"Hydrochloride, Doxorubicin",bronchogenic carcinoma,1995.0,bronchogenic carcinoma,['ANDA063277']
"Hydrochloride, Doxorubicin",extracranial neuroblastoma,1987.0,metastatic neuroblastoma,['NDA050629']
"Hydrochloride, Doxorubicin",gastric carcinoma,1995.0,gastric carcinoma,['ANDA063277']
"Hydrochloride, Doxorubicin",lymphoma,1995.0,malignant lymphoma,['ANDA063277']
"Hydrochloride, Doxorubicin","lymphoma, non-Hodgkin, familial",1987.0,non-hodgkin lymphoma,['NDA050629']
"Hydrochloride, Doxorubicin",metachronous kidney Wilms' tumor,1987.0,metastatic wilms' tumor,['NDA050629']
"Hydrochloride, Doxorubicin",metastatic breast cancer,1987.0,metastatic breast cancer,['NDA050629']
"Hydrochloride, Doxorubicin",metastatic bronchogenic carcinoma,1987.0,metastatic bronchogenic carcinoma,['NDA050629']
"Hydrochloride, Doxorubicin",metastatic carcinoma in the bone,1987.0,metastatic bone sarcomas,['NDA050629']
"Hydrochloride, Doxorubicin",metastatic gastric carcinoma,1987.0,metastatic gastric carcinoma,['NDA050629']
"Hydrochloride, Doxorubicin",metastatic neoplasm,1995.0,disseminated neoplastic conditions,['ANDA063277']
"Hydrochloride, Doxorubicin",metastatic soft tissue sarcoma,1987.0,metastatic soft tissue sarcoma,['NDA050629']
"Hydrochloride, Doxorubicin",metastatic thyroid carcinoma,1987.0,metastatic thyroid carcinoma,['NDA050629']
"Hydrochloride, Doxorubicin",metastatic transitional cell bladder carcinoma,1987.0,metastatic transitional cell bladder carcinoma,['NDA050629']
"Hydrochloride, Doxorubicin",neuroblastoma,1995.0,neuroblastoma,['ANDA063277']
"Hydrochloride, Doxorubicin",ovarian carcinoma,1995.0,ovarian cancer; ovarian carcinoma,"['ANDA203263', 'ANDA208657', 'ANDA212299', 'ANDA215178', 'ANDA219199', 'NDA050718'] ; ['ANDA063277']"
"Hydrochloride, Doxorubicin",ovarian melanoma,1987.0,metastatic ovarian carcinoma,['NDA050629']
"Hydrochloride, Doxorubicin",plasma cell myeloma,1995.0,multiple myeloma,"['ANDA212299', 'ANDA219199', 'NDA050718']"
"Hydrochloride, Doxorubicin",small cell carcinoma,1995.0,small cell histologic type,['ANDA063277']
"Hydrochloride, Doxorubicin",soft tissue sarcoma,1995.0,soft tissue sarcomas,['ANDA063277']
"Hydrochloride, Doxorubicin",thyroid gland carcinoma,1995.0,thyroid carcinoma,['ANDA063277']
"Hydrochloride, Duloxetine",autosomal recessive familial Mediterranean fever,2013.0,fm,"['ANDA090694', 'ANDA090723', 'ANDA090776', 'ANDA202949', 'ANDA204343', 'ANDA204815']"
"Hydrochloride, Duloxetine",chronic pain syndrome,2004.0,chronic musculoskeletal pain,"['ANDA090694', 'ANDA090723', 'ANDA090745', 'ANDA090774', 'ANDA090776', 'ANDA090778', 'ANDA202336', 'ANDA202949', 'ANDA203088', 'ANDA203197', 'ANDA204343', 'ANDA204815', 'ANDA206653', 'ANDA207219', 'ANDA208706', 'ANDA210599', 'NDA021427', 'NDA212516']"
"Hydrochloride, Duloxetine",diabetic neuropathy,2015.0,diabetic peripheral neuropathy,"['ANDA202336', 'ANDA203197', 'ANDA207219', 'NDA212516']"
"Hydrochloride, Duloxetine",diabetic polyneuropathy,2004.0,diabetic peripheral neuropathic pain,"['ANDA090694', 'ANDA090723', 'ANDA090745', 'ANDA090774', 'ANDA090776', 'ANDA090778', 'ANDA202949', 'ANDA203088', 'ANDA203197', 'ANDA204343', 'ANDA204815', 'ANDA206653', 'ANDA208706', 'ANDA210599', 'NDA021427']"
"Hydrochloride, Duloxetine",dpnp,2013.0,dpnp,"['ANDA090694', 'ANDA090723', 'ANDA090776', 'ANDA202949', 'ANDA204343', 'ANDA204815']"
"Hydrochloride, Duloxetine",endogenous depression,2013.0,mdd,"['ANDA090694', 'ANDA090723', 'ANDA090776', 'ANDA202949', 'ANDA204343', 'ANDA204815']"
"Hydrochloride, Duloxetine",fibromyalgia,2004.0,fibromyalgia,"['ANDA090694', 'ANDA090723', 'ANDA090745', 'ANDA090774', 'ANDA090776', 'ANDA090778', 'ANDA202336', 'ANDA202949', 'ANDA203088', 'ANDA204343', 'ANDA204815', 'ANDA206653', 'ANDA208706', 'ANDA210599', 'NDA021427', 'NDA212516']"
"Hydrochloride, Duloxetine",generalized anxiety disorder,2004.0,gad; generalized anxiety disorder,"['ANDA090694', 'ANDA090723', 'ANDA090776', 'ANDA202949', 'ANDA204343', 'ANDA204815'] ; ['ANDA090694', 'ANDA090723', 'ANDA090745', 'ANDA090774', 'ANDA090776', 'ANDA090778', 'ANDA202336', 'ANDA202949', 'ANDA203088', 'ANDA203197', 'ANDA204343', 'ANDA204815', 'ANDA206653', 'ANDA207219', 'ANDA208706', 'ANDA210599', 'NDA021427', 'NDA212516']"
"Hydrochloride, Duloxetine",major depressive disorder,2004.0,major depressive disorder,"['ANDA090694', 'ANDA090723', 'ANDA090745', 'ANDA090774', 'ANDA090776', 'ANDA090778', 'ANDA202336', 'ANDA202949', 'ANDA203088', 'ANDA203197', 'ANDA204343', 'ANDA204815', 'ANDA206653', 'ANDA207219', 'ANDA208706', 'ANDA210599', 'NDA021427', 'NDA212516']"
"Hydrochloride, Duloxetine",obsolete disorder involving pain,2015.0,pain,['ANDA202336']
"Hydrochloride, Epirubicin",axillary node tumor involvement,1999.0,axillary node tumor involvement,['NDA050778']
"Hydrochloride, Epirubicin",breast carcinoma,1999.0,breast cancer,['NDA050778']
"Hydrochloride, Erlotinib",egfr exon 19 deletions,2019.0,egfr exon 19 deletions,"['ANDA209267', 'ANDA210300', 'ANDA211960']"
"Hydrochloride, Erlotinib",egfr exon 21 (l858r) substitution mutations,2019.0,egfr exon 21 (l858r) substitution mutations,"['ANDA209267', 'ANDA210300', 'ANDA211960']"
"Hydrochloride, Erlotinib",exocrine pancreatic carcinoma,2019.0,pancreatic cancer,['ANDA211960']
"Hydrochloride, Erlotinib",metastatic non-small cell lung cancer,2019.0,metastatic non-small cell lung cancer,"['ANDA091059', 'ANDA209267', 'ANDA211960', 'ANDA213065', 'ANDA214366', 'ANDA214719', 'ANDA216342']"
"Hydrochloride, Erlotinib",metastatic non-small cell lung cancer (nsclc),2004.0,metastatic non-small cell lung cancer (nsclc),"['ANDA210300', 'NDA021743']"
"Hydrochloride, Erlotinib",non-small cell lung carcinoma,2019.0,non-small cell lung cancer; nsclc,"['ANDA211960'] ; ['ANDA091059', 'ANDA213065', 'ANDA214366', 'ANDA214719', 'ANDA216342']"
"Hydrochloride, Ethambutol",pulmonary tuberculosis,1967.0,pulmonary tuberculosis,"['ANDA075095', 'ANDA078939', 'NDA016320']"
"Hydrochloride, Fluphenazine",psychotic disorder,1987.0,psychotic disorders,"['ANDA040146', 'ANDA074725', 'ANDA089556', 'ANDA089743', 'ANDA213647', 'ANDA213784', 'ANDA214534', 'ANDA214552', 'ANDA214674', 'ANDA215141', 'ANDA215674', 'ANDA215848', 'ANDA216350', 'ANDA216649', 'ANDA217189', 'ANDA217410', 'ANDA218055', 'ANDA218173', 'ANDA218283']"
"Hydrochloride, Gemcitabine",advanced ovarian cancer,2010.0,advanced ovarian cancer,"['ANDA078339', 'ANDA078759', 'ANDA079183', 'ANDA090242', 'ANDA090799', 'ANDA091365', 'ANDA202485', 'ANDA204520', 'ANDA205242', 'ANDA209077', 'ANDA210383', 'ANDA210991', 'ANDA212129', 'ANDA213175', 'NDA200795', 'NDA209604', 'NDA219920']"
"Hydrochloride, Gemcitabine",in situ carcinoma,2025.0,carcinoma in situ,['NDA219683']
"Hydrochloride, Gemcitabine",non-invasive bladder urothelial carcinoma,2025.0,non-muscle invasive bladder cancer,['NDA219683']
"Hydrochloride, Hydralazine",essential hypertension,1978.0,essential hypertension; severe essential hypertension,"['ANDA040858', 'ANDA040901', 'ANDA086242', 'ANDA088467', 'ANDA088468', 'ANDA089097', 'ANDA089098', 'ANDA090255', 'ANDA090527', 'ANDA200737', 'ANDA200770', 'ANDA203845', 'ANDA205236', 'ANDA211010'] ; ['ANDA040136', 'ANDA040388', 'ANDA040730', 'ANDA202938', 'ANDA213667', 'ANDA215147', 'ANDA217501', 'ANDA219797']"
"Hydrochloride, Hydralazine",heart failure,2005.0,heart failure,"['ANDA215586', 'ANDA215988', 'NDA020727']"
"Hydrochloride, Hydralazine",lower blood pressure,2001.0,lower blood pressure,['ANDA040388']
"Hydrochloride, Isoproterenol",bronchial disorder,2017.0,bronchospasm,"['ANDA206961', 'ANDA210322', 'ANDA210576', 'ANDA210845', 'ANDA211237', 'ANDA211864', 'ANDA212189', 'ANDA215542', 'ANDA217648']"
"Hydrochloride, Isoproterenol",cardiogenic shock,2017.0,distributive shock; shock due to reduced cardiac output,"['ANDA206961', 'ANDA210322', 'ANDA210576', 'ANDA210845', 'ANDA211237', 'ANDA211864', 'ANDA212189', 'ANDA215542', 'ANDA217648'] ; ['ANDA206961', 'ANDA210322', 'ANDA210576', 'ANDA210845', 'ANDA211237', 'ANDA211864', 'ANDA212189', 'ANDA215542', 'ANDA217648']"
"Hydrochloride, Isoproterenol",obsolete heart block,2018.0,heart block,['ANDA210106']
"Hydrochloride, Labetalol",hypertensive disorder,1998.0,hypertension,"['ANDA074787', 'ANDA075133', 'ANDA075215', 'ANDA200908', 'ANDA207743', 'ANDA207863', 'ANDA209603', 'ANDA211325', 'ANDA211953', 'ANDA212719', 'ANDA212990']"
"Hydrochloride, Labetalol",malignant hypertension,1999.0,severe hypertension,"['ANDA075239', 'ANDA075240', 'ANDA075303', 'ANDA076051', 'ANDA090699', 'ANDA214533', 'ANDA218870', 'NDA213330']"
"Hydrochloride, Loperamide",bloating,2000.0,bloating,"['ANDA077500', 'ANDA209837', 'ANDA211059', 'ANDA211438', 'ANDA213484', 'ANDA214541', 'ANDA215981', 'NDA021140']"
